
#-ah-	UNKNOWN
#-aš1!	UNKNOWN
#-ba-ni-ma	UNKNOWN
#-da-	UNKNOWN
#-e	UNKNOWN
#-it-,	UNKNOWN
#-kam	UNKNOWN_NOUN_ADJ
#-ku	UNKNOWN
#-ma	UNKNOWN
#-mu?}	UNKNOWN
#-ni!-	UNKNOWN
#-ni-kà-IR-šu	UNKNOWN
#-ni-ma	UNKNOWN
#-ta!-	UNKNOWN
#-tum	UNKNOWN_NOUN_ADJ
#-tù-	UNKNOWN
#-un!-	UNKNOWN
#-x	UNKNOWN
#-šu	UNKNOWN
#-šum}	UNKNOWN
#En!-na-A-šur	UNKNOWN
#GA-ma-ma	UNKNOWN
#KIŠIB-{kà-a}	UNKNOWN
#Kam!-ma!-li-a	UNKNOWN
#Ku-bi-na-ah-šu	UNKNOWN
#Ku-ku	UNKNOWN
#Ku-na-a	UNKNOWN
#Ni-ma-	UNKNOWN
#TÚG-ta-nu	UNKNOWN
#a-GA-ZI-im	UNKNOWN_NOUN_ADJ
#a-dí	UNKNOWN
#a-gu5-ru-ni?	UNKNOWN
#a-na	UNKNOWN
#a-na-HI	UNKNOWN
#a-na-hi	UNKNOWN
#a-ni-GI}	UNKNOWN
#a-ša-qal	UNKNOWN
#a-šu-LÁ-šu	UNKNOWN
#a-šu-mì-kà	UNKNOWN
#ba-ri-ni	UNKNOWN
#d.NA!-líl-ba-ni	UNKNOWN
#dí-in	UNKNOWN
#dí-in}	UNKNOWN
#eppaš-šum	UNKNOWN_NOUN_ADJ
#eq-	UNKNOWN
#eṭe-ru	UNKNOWN
#gi5-ri-ma	UNKNOWN
#gám-ru	UNKNOWN
#i-DA-hi;	UNKNOWN
#i-dí-i-ma	UNKNOWN
#i-hi-iṭ-ma	UNKNOWN
#i-ku-ri-a	UNKNOWN
#i-kà-pár	UNKNOWN
#i-ma-gu5-ru-kà	UNKNOWN
#i-mu-a	UNKNOWN
#i-ša-lá-mu-tim	UNKNOWN_NOUN_ADJ
#i-ṭá-hi	UNKNOWN
#i-ší-ú-ni-ma?	UNKNOWN
#il5-la-ak}	UNKNOWN
#im-qú-ut	UNKNOWN
#iš-bi4-ma	UNKNOWN
#ki-ri-tim	UNKNOWN_NOUN_ADJ
#ki?-ra-tim	UNKNOWN_NOUN_ADJ
#kà?-	UNKNOWN
#li-GA-ší	UNKNOWN
#li-bi	UNKNOWN
#li-dí-na-ku-nu-tí	UNKNOWN
#li-ik-pu!-ur}	UNKNOWN
#li-ša-ak-nu-kum	UNKNOWN_NOUN_ADJ
#li-ṣi;	UNKNOWN
#li-ṭù-lu	UNKNOWN
#lu-la-pì-ta-tum}	UNKNOWN
#lu-ri-HI-ma	UNKNOWN
#lu-ta!-dí-in;	UNKNOWN
#ma-na	UNKNOWN
#me-	UNKNOWN
#me-NI-e	UNKNOWN
#n\-elia	UNKNOWN
#ni-ik-nu-uk-ma	UNKNOWN
#ni-zi-ta-ku-nu-tí-ma	UNKNOWN
#sú-ri-im	UNKNOWN_NOUN_ADJ
#ta-dí-RU-šu-um	UNKNOWN_NOUN_ADJ
#ta-hi-tum}	UNKNOWN
#tuštabba^-ni	UNKNOWN
#tám-kà-ri-im	UNKNOWN_NOUN_ADJ
#té-er-tám	UNKNOWN
#té-ṭí-ir	UNKNOWN
#wata-ru?	UNKNOWN
#{-lá-la-}!}	UNKNOWN
#{..-šum}	UNKNOWN
#{Ha-mì-ṣa-nim}}	UNKNOWN
#{Ku-du-bi-iš}}	UNKNOWN
#{Ku?!-tù}?}	UNKNOWN
#{KÙ.BABBAR.áp-šu!-nu}	UNKNOWN
#{Wa-za}	UNKNOWN
#{a-na}}	UNKNOWN
#{a-pu-úh	UNKNOWN
#{a-qá-té-e}?}	UNKNOWN
#{e-hi-id}}	UNKNOWN
#{hi-da-ma}!}	UNKNOWN
#{i-re-qú}}	UNKNOWN
#{ki-dim}	UNKNOWN
#{li-ba-kà	UNKNOWN
#{li-qé-a-ma	UNKNOWN
#{ni-sí-ma!}	UNKNOWN
#{ra-biṣ-šu-nu}}	UNKNOWN
#{ta-ze-ar}}	UNKNOWN
#{té-ra-bu}}	UNKNOWN
#{té-ru-bu}}	UNKNOWN
#{tù-ša-am-ri-ṣú}?}	UNKNOWN
#{ur-kà-at-sú}}	UNKNOWN
#{wa-ša-áb}?}	UNKNOWN
#{ú-dí-i}?}	UNKNOWN
#{ša-ar-tim}}	UNKNOWN
#{Šu-li}	UNKNOWN
#{šu-lu-AH}!}	UNKNOWN
#{šé-bi-lam}?}	UNKNOWN
#{ší-a-tim}?}	UNKNOWN
#Ú-{be-tum}	UNKNOWN
#ù-mu	UNKNOWN
#ú-ma-qá-at	UNKNOWN
#ú-ta-NI	UNKNOWN
#ú-za-ku	UNKNOWN
#ša-lá-ṭim	UNKNOWN_NOUN_ADJ
#ṭa-tí	UNKNOWN
#Šu-Iš-ha-ra	UNKNOWN
#šu-a-am	UNKNOWN_NOUN_ADJ
#šu-ta-lá-al	UNKNOWN
#ṭup-pá-kà	UNKNOWN
#ší-ip-ri-kà	UNKNOWN
zi-ki	zik+N+Masc+Pl+Construct+1csPoss
zi-ki	zik+N+Masc+Pl+Obl
zi-ki	zik+N+Masc+Pl+Obl+1csPoss
zi-ki	zik+N+Masc+Sg+Construct+1csPoss
zi-ki	zik+N+Masc+Sg+Construct+2fsPoss
zi-ki	zik+N+Masc+Sg+Gen
zi-ku-šu	zik+N+Masc+Pl+Nom+3msPoss
zi-ku-šu	zik+N+Masc+Sg+Nom+3msPoss
zi-kà-kà	zik+N+Masc+Dual+Nom+2msPoss
zi-kà-kà	zik+N+Masc+Sg+Acc+2msPoss
zi-mì-zi	zimizz+N+Masc+Pl+Construct
zi-mì-zi	zimizz+N+Masc+Pl+Construct+1csPoss
zi-mì-zi	zimizz+N+Masc+Pl+Obl
zi-mì-zi	zimizz+N+Masc+Pl+Obl+1csPoss
zi-mì-zi	zimizz+N+Masc+Sg+Construct+1csPoss
zi-mì-zi	zimizz+N+Masc+Sg+Gen
zi-ri-im	ZIr+N+Masc+Sg+Gen
zi-ta-kà-a	UNKNOWN
zi-tám	zit+N+Fem+Sg+Acc
zi-tí-kà	zit+N+Fem+Sg+Construct+2msPoss
zi?-ki?	UNKNOWN
zu-ki-ša-ma	ZuK+N+Masc+Dual+Obl+3fsPoss+MA
zu-ki-ša-ma	ZuK+N+Masc+Pl+Construct+3fsPoss+MA
zu-ki-ša-ma	ZuK+N+Masc+Pl+Obl+3fsPoss+MA
zu-ki-ša-ma	ZuK+N+Masc+Sg+Gen+3fsPoss+MA
zu-ku-a	ZuK+N+Masc+Pl+Nom+1csPoss
zu-ku-a	Zukua+Name
zu-ku-a	Zukua+Name+1csPoss
zu-ku-ma	ZuK+N+Masc+Pl+Nom+MA
zu-ku-ma	ZuK+N+Masc+Sg+Nom+1csPoss
zu-ku-ma	ZuK+N+Masc+Sg+Nom+MA
zu-ku-ma	zukû+N+Fem+Sg+Construct+MA
zu-ku-ma	zukū+N+Fem+Sg+Construct+MA
zu-ku-um	ZuK+N+Masc+Sg+Nom
zu-ku-ú	ZuK+N+Masc+Pl+Nom
zu-ku-ú	ZuK+N+Masc+Sg+Nom
zu-ru	UNKNOWN
zu-ur-zi	zurz+N+Masc+Pl+Construct
zu-ur-zi	zurz+N+Masc+Pl+Construct+1csPoss
zu-ur-zi	zurz+N+Masc+Pl+Obl
zu-ur-zi	zurz+N+Masc+Pl+Obl+1csPoss
zu-ur-zi	zurz+N+Masc+Sg+Construct+1csPoss
zu-ur-zi	zurz+N+Masc+Sg+Gen
zu-uz	UNKNOWN
zu-za	Zuzi+N+Masc+Sg+Acc
zu-za	Zuzi+N+Masc+Sg+Construct+1csPoss
zu-za-a	Zuzi+N+Masc+Sg+Acc
zu-za-a	Zuzi+N+Masc+Sg+Construct+1csPoss
zu-úz-ma	UNKNOWN
zu-úz-ta-kà	UNKNOWN
{d.UTU-DU10	UNKNOWN
«a-na»	UNKNOWN
«a-ta-ma»	UNKNOWN
«lì-mi-im»	UNKNOWN
«mì-ma»	UNKNOWN
«um-ma»	UNKNOWN
¬-a	UNKNOWN
¬a-hu-ú-a-tù-nu	UNKNOWN
¬um-ma	UNKNOWN
Áb-ri-im	UNKNOWN_NOUN_ADJ
Áb-ša-/lim	UNKNOWN_NOUN_ADJ
Áb-Ša-lim	UNKNOWN_NOUN_ADJ
Áb-ša-lim	UNKNOWN_NOUN_ADJ
Ás-qú-dim	UNKNOWN_NOUN_ADJ
Ás-qú-dum	UNKNOWN_NOUN_ADJ
Ás-qú-dum-ma	UNKNOWN
Ás-qú-dí-a-ma	UNKNOWN
Ás-qú-tim	UNKNOWN_NOUN_ADJ
Ás-qú-ud-ma	UNKNOWN
Ú-ki-da	UNKNOWN
Ú-ku-ri	UNKNOWN
Ú-ku-ub-tù-ru-uš	UNKNOWN
Ú-la-ma	UNKNOWN
Ú-lá-a-a	UNKNOWN
Ú-lá-ma	UNKNOWN
Ú-ra	UNKNOWN
Ú-ra-a	UNKNOWN
Ú-ra-ni	UNKNOWN
Ú-s.ú-ur-ša-A-šùr	UNKNOWN
Ú-sà-nam	UNKNOWN_NOUN_ADJ
Ú-sà-nim	UNKNOWN_NOUN_ADJ
Ú-sà-num	UNKNOWN_NOUN_ADJ
Ú-sà-ri-a	UNKNOWN
Ú-sá-nim	UNKNOWN_NOUN_ADJ
Ú-sá-num	UNKNOWN_NOUN_ADJ
Ú-wa-ku	UNKNOWN
Ú-za-*ri-a	UNKNOWN
Ú-za-ri-a	UNKNOWN
Ú-zi-a	UNKNOWN
Ú-zu-a	UNKNOWN
Ú-zu-a!	UNKNOWN
Ú-zu-a-ma	UNKNOWN
Ú-ša	UNKNOWN
Ú-ṣa-ri-a	UNKNOWN
Ú-ṣu-pì-iš-kà-am	UNKNOWN_NOUN_ADJ
Ú-ṣu-ur-ša-A-šùr	UNKNOWN
Ú-ṣur!-ša-A-šur	UNKNOWN
Ú-ṣur-A-nim	UNKNOWN_NOUN_ADJ
Ú-ṣur-A-num	UNKNOWN_NOUN_ADJ
Ú-ṣur-ša-*A-šur-ma	UNKNOWN
Ú-ṣur-ša-A-šur	UNKNOWN
Ú-ṣur-ša-A-šùr	UNKNOWN
Ú-ṣur-ša-A-šùr-ma	UNKNOWN
Ú-ṣur-ša-Ašur	UNKNOWN
Ú-ṣur-ša-Ištar	UNKNOWN
Ú-ṣur-ší-Ištar	UNKNOWN
Ú-ṣí-pì-iš-qí-im	UNKNOWN_NOUN_ADJ
Ú-ṣú-pì-iš-ki-im	UNKNOWN_NOUN_ADJ
Ú-ṣú-pì-iš-ku-ma	UNKNOWN
Ú-ṣú-pì-ìš-ki-im	UNKNOWN_NOUN_ADJ
Ú-ṣú-ra-nim	UNKNOWN_NOUN_ADJ
Ú-ṣú-ra-nàm	UNKNOWN
Ú-ṣú-ur-	UNKNOWN
Ú-ṣú-ur-ša-A-*šùr	UNKNOWN
Ú-ṣú-ur-ša-A-šur	UNKNOWN
Ú-ṣú-ur-ša-A-šur-ma	UNKNOWN
Ú-ṣú-ur-ša-A-šùr	UNKNOWN
Ú-ṣú-ur-ša-A-šùr-ma	UNKNOWN
Ú-ṣú-ur-ša-Ištar	UNKNOWN
Ú-ṣú-ur-ší-Ištar	UNKNOWN
Ú.-ṣur-ša-A-šur	UNKNOWN
áb-e-lá-ku-ni	UNKNOWN
áb-kam	abk+Adj+Masc+Sg+Acc
áb-kam-ma	UNKNOWN
áb-kà-am	abk+Adj+Masc+Sg+Acc
áb-kà-ma	ab+N+Masc+Sg+Construct+2msPoss+MA
áb-kà-nim	UNKNOWN_NOUN_ADJ
áb-lá!-aṭ	UNKNOWN
áb-na-am	abn+N+Masc+Sg+Acc
áb-ni-šu	abn+N+Masc+Dual+Obl+3msPoss
áb-ni-šu	abn+N+Masc+Pl+Construct+3msPoss
áb-ni-šu	abn+N+Masc+Pl+Obl+3msPoss
áb-ni-šu	abn+N+Masc+Sg+Gen+3msPoss
áb-nu-ma	abn+N+Masc+Pl+Nom+MA
áb-nu-ma	abn+N+Masc+Sg+Nom+1csPoss
áb-nu-ma	abn+N+Masc+Sg+Nom+MA
áb-nu-um	abn+N+Masc+Sg+Nom
áb-num	abn+N+Masc+Sg+Nom
áb-tí-kà	UNKNOWN
áb-tù-uq-ma	UNKNOWN
áp-hi-šu	UNKNOWN
áp-kam-ma	UNKNOWN
áp-kà-ni-šu	UNKNOWN
áp-lu	apl+N+Masc+Pl+Nom
áp-lu	apl+N+Masc+Sg+Nom
áp-lá	apl+N+Masc+Pl+Construct+1csPoss
áp-lá	apl+N+Masc+Pl+Nom+1csPoss
áp-lá	apl+N+Masc+Pl+Obl+1csPoss
áp-lá	apl+N+Masc+Sg+Acc
áp-lá	apl+N+Masc+Sg+Construct+1csPoss
áp-lá-kum?-ma	UNKNOWN
áp-nu-ma	UNKNOWN
áp-qí-da-*ku-nu-tí	UNKNOWN
áp-qí-da-/ki-im	UNKNOWN_NOUN_ADJ
áp-qí-da-ku-ma	UNKNOWN
áp-qí-da-ku-ni	UNKNOWN
áp-qí-da-ku-um	UNKNOWN_NOUN_ADJ
áp-qí-da-šu-ni	UNKNOWN
áp-qí-id	paqādum+GStem+Pret+1CS
áp-qí-id	paqādum+NStem+Pret+1CS
áp-qí-sú-um	UNKNOWN_NOUN_ADJ
áp-ri-da-ni	UNKNOWN
áp-ta-na-té	UNKNOWN
áp-té-šu-ma	UNKNOWN
áp-tí	ap+N+Fem+Pl+Construct
áp-tí	ap+N+Fem+Sg+Construct+1csPoss
áp-tí	ap+N+Fem+Sg+Gen
áp-tí	patāˀum+GStem+Pret+1CS
áp-tí	patāˀum+NStem+Pret+1CS
áp-ṭur4-ma	UNKNOWN
áp-ṭù-ur-*ma	UNKNOWN
áp-ṭù-ur-ma	UNKNOWN
áp-ṭù-ur-ší	UNKNOWN
ás^-a-al-ma	UNKNOWN
áš!-qí-lá-šu	UNKNOWN
áš-*pu-ra-ku	UNKNOWN
áš--{qú}.qúl-ma	UNKNOWN
áš-a-al-ma	UNKNOWN
áš-a-am	ašīˀ+N+Masc+Sg+Acc
áš-a-am-šu-nu	ašīˀ+N+Masc+Sg+Acc+3mpPoss
áš-a-am-ší	šamšuˀum+GStem+Dur+1CS
áš-a-am-ší	šamšuˀum+NStem+Dur+1CS
áš-a-ma	ašša+N+Fem+Sg+Construct+MA
áš-a-ma	ašīˀ+N+Masc+Dual+Nom+MA
áš-a-ma	ašīˀ+N+Masc+Sg+Acc+1csPoss
áš-a-ma	ašīˀ+N+Masc+Sg+Acc+MA
áš-a-ma	ašīˀ+N+Masc+Sg+Construct+1csPoss+MA
áš-a-ma-kum	UNKNOWN_NOUN_ADJ
áš-a-ma-kum-ma	UNKNOWN
áš-al-kà-ma	UNKNOWN
áš-al-ma	UNKNOWN
áš-am	ašīˀ+N+Masc+Sg+Acc
áš-ba-x	UNKNOWN
áš-e-ma	ašīˀ+N+Masc+Dual+Obl+MA
áš-e-ma	ašīˀ+N+Masc+Pl+Construct+MA
áš-e-ma	ašīˀ+N+Masc+Pl+Obl+MA
áš-e-ma	ašīˀ+N+Masc+Sg+Construct+1csPoss+MA
áš-e-ma	ašīˀ+N+Masc+Sg+Construct+MA
áš-e-ma	ašīˀ+N+Masc+Sg+Gen+1csPoss
áš-e-ma	ašīˀ+N+Masc+Sg+Gen+MA
áš-e-ma	mašāˀum+GStem+Pret+1CS+MA
áš-e-ma	našāˀum+GStem+Pret+1CS+MA
áš-e-ma	šaˀāmum+GStem+Dur+1CS+MA
áš-e-ma	šaˀāmum+GStem+Pret+1CS+MA
áš-e-ma	šaˀāmum+NStem+Dur+1CS+MA
áš-e-ma	šaˀāmum+NStem+Pret+1CS+MA
áš-e-ma	šeˀāˀum+GStem+Dur+1CS+MA
áš-e-ma	šeˀāˀum+GStem+Pret+1CS+MA
áš-e-ma	šeˀāˀum+NStem+Dur+1CS+MA
áš-e-ma	šeˀāˀum+NStem+Pret+1CS+MA
áš-hu-uṭ-ma	UNKNOWN
áš-ku-na-ku-nu-tí	UNKNOWN
áš-ku-na-kum	UNKNOWN_NOUN_ADJ
áš-ku-nu	ašk+N+Masc+Sg+Construct+2mpPoss
áš-ku-un	UNKNOWN
áš-ku-un!	UNKNOWN
áš-ku-un-ma	UNKNOWN
áš-ku-šu-um	UNKNOWN_NOUN_ADJ
áš-kà-pì-im	aškāp+N+Masc+Sg+Gen
áš-lu-uṭ-ma	UNKNOWN
áš-me	šamāˀum+GStem+Pret+1CS
áš-me	šamāˀum+NStem+Pret+1CS
áš-me-e	šamāˀum+GStem+Pret+1CS
áš-me-e	šamāˀum+NStem+Pret+1CS
áš-me-ma	šamāˀum+GStem+Pret+1CS+MA
áš-me-ma	šamāˀum+NStem+Pret+1CS+MA
áš-me-ù	UNKNOWN
áš-me-ú	UNKNOWN
áš-me-ú-ma	UNKNOWN
áš-me-šu-ma	UNKNOWN
áš-p-ra-ku-nu-tí	UNKNOWN
áš-pu-KUM-ma	UNKNOWN
áš-pu-ra-*kum	UNKNOWN_NOUN_ADJ
áš-pu-ra-am	UNKNOWN_NOUN_ADJ
áš-pu-ra-ki	UNKNOWN
áš-pu-ra-ki-ni	UNKNOWN
áš-pu-ra-ku-ma	UNKNOWN
áš-pu-ra-ku-ni	UNKNOWN
áš-pu-ra-ku-ni-ma	UNKNOWN
áš-pu-ra-ku-nu-/tí	UNKNOWN
áš-pu-ra-ku-nu-ti	UNKNOWN
áš-pu-ra-ku-nu-tí	UNKNOWN
áš-pu-ra-ku-nu-tí-ni	UNKNOWN
áš-pu-ra-ku-um	UNKNOWN_NOUN_ADJ
áš-pu-ra-kum	UNKNOWN_NOUN_ADJ
áš-pu-ra-kum-ma	UNKNOWN
áš-pu-ra-kum5	UNKNOWN
áš-pu-ra-ma	UNKNOWN
áš-pu-ra-ni	UNKNOWN
áš-pu-ra-šum	UNKNOWN_NOUN_ADJ
áš-pu-ru	UNKNOWN
áš-pu-ur	UNKNOWN
áš-pu-ur-ma	UNKNOWN
áš-pu-ur-šu-um	UNKNOWN_NOUN_ADJ
áš-pur-ma	UNKNOWN
áš-pá-ra-kum	UNKNOWN_NOUN_ADJ
áš-qul	UNKNOWN
áš-qí-lá-ma	UNKNOWN
áš-qùl	UNKNOWN
áš-qú-lu	UNKNOWN
áš-qú-lu-ma	UNKNOWN
áš-qú-ul	UNKNOWN
áš-qú-ul-ma	UNKNOWN
áš-qú-ul-šu-um	UNKNOWN_NOUN_ADJ
áš-qúl	UNKNOWN
áš-qúl-ma	UNKNOWN
áš-ra-kam	UNKNOWN_NOUN_ADJ
áš-ra-kam-ma	UNKNOWN
áš-ri-ša	UNKNOWN
áš-ta-al	UNKNOWN
áš-ta-al-ma	UNKNOWN
áš-ta-as?	UNKNOWN
áš-ta-ha-at	UNKNOWN
áš-ta-kà-šu-nu-tí	UNKNOWN
áš-ta-lá-al	UNKNOWN
áš-ta-me-ma	šamāˀum+GStem+Perf+1CS+MA
áš-ta-me-ú-ší	UNKNOWN
áš-ta-me-ší	UNKNOWN
áš-ta-na	UNKNOWN
áš-ta-na-am	UNKNOWN_NOUN_ADJ
áš-ta-na-kà-ki	UNKNOWN
áš-ta-na-me-ma	UNKNOWN
áš-ta-na-me-ú	UNKNOWN
áš-ta-na-me-ší-ma	UNKNOWN
áš-ta-na-pá-ra-am	UNKNOWN_NOUN_ADJ
áš-ta-na-pá-ra-šu-um	UNKNOWN_NOUN_ADJ
áš-ta-pa-ra-ku-nu-tí-ni	UNKNOWN
áš-ta-pu	UNKNOWN
áš-ta-pá-ar	šapārum+GStem+Perf+1CS
áš-ta-pár	šapārum+GStem+Perf+1CS
áš-ta-qal	šaqālum+GStem+Perf+1CS
áš-té-be-er-ma	UNKNOWN
áš-tí-lim	UNKNOWN_NOUN_ADJ
áš-tí-pì-ru-um	aštipir+N+Masc+Sg+Nom
áš-tù-hu-ut	UNKNOWN
áš-tù-hu-uṭ	UNKNOWN
áš-tù-pu-mì-in	UNKNOWN
áš-ú-mu	UNKNOWN
áš-šu-um	UNKNOWN_NOUN_ADJ
áš?-mu-ra-tim	UNKNOWN_NOUN_ADJ
ì-lí	il+N+Masc+Pl+Construct
ì-lí	il+N+Masc+Pl+Construct+1csPoss
ì-lí	il+N+Masc+Pl+Obl
ì-lí	il+N+Masc+Pl+Obl+1csPoss
ì-lí	il+N+Masc+Sg+Construct+1csPoss
ì-lí	il+N+Masc+Sg+Gen
ì-lí	ill+N+Masc+Pl+Construct
ì-lí	ill+N+Masc+Pl+Construct+1csPoss
ì-lí	ill+N+Masc+Pl+Obl
ì-lí	ill+N+Masc+Pl+Obl+1csPoss
ì-lí	ill+N+Masc+Sg+Construct+1csPoss
ì-lí	ill+N+Masc+Sg+Gen
ì-lí	malāˀum+GStem+Pret+3CS
ì-lí	īl+N+Masc+Pl+Construct
ì-lí	īl+N+Masc+Pl+Construct+1csPoss
ì-lí	īl+N+Masc+Pl+Obl
ì-lí	īl+N+Masc+Pl+Obl+1csPoss
ì-lí	īl+N+Masc+Sg+Construct+1csPoss
ì-lí	īl+N+Masc+Sg+Gen
ì-lí-a-lim	Ilī-āl+Name+Masc+Sg+Gen
ì-lí-kà	Imlikāya+Name
ì-lí-kà	il+N+Masc+Dual+Obl+2msPoss
ì-lí-kà	il+N+Masc+Pl+Construct+2msPoss
ì-lí-kà	il+N+Masc+Pl+Obl+2msPoss
ì-lí-kà	il+N+Masc+Sg+Gen+2msPoss
ì-lí-kà	ill+N+Masc+Dual+Obl+2msPoss
ì-lí-kà	ill+N+Masc+Pl+Construct+2msPoss
ì-lí-kà	ill+N+Masc+Pl+Obl+2msPoss
ì-lí-kà	ill+N+Masc+Sg+Gen+2msPoss
ì-lí-kà	malākum+GStem+Pret+3FP
ì-lí-kà	īl+N+Masc+Dual+Obl+2msPoss
ì-lí-kà	īl+N+Masc+Pl+Construct+2msPoss
ì-lí-kà	īl+N+Masc+Pl+Obl+2msPoss
ì-lí-kà	īl+N+Masc+Sg+Gen+2msPoss
ìr-de8-a-ni	UNKNOWN
ìš-me-e-ma	šamāˀum+GStem+Pret+3CS+MA
ìš-me-e-ma	šamāˀum+NStem+Pret+3CS+MA
ìš-pu-ra-am	UNKNOWN_NOUN_ADJ
ìš-qú-*lu	UNKNOWN
ìš-té-et	UNKNOWN
ìš-tí-a	šatāˀum+GStem+Pret+3FP
ìš-tí-a	šatāˀum+NStem+Pret+3FP
ìš-tí-šu	UNKNOWN
ìš-tí-šu-nu	UNKNOWN
ìš-tù	ištu+Prep
ìš-tù	šatāˀum+GStem+Pret+3MP
ìš-tù	šatāˀum+NStem+Pret+3MP
ìš-tù	šeˀāˀum+GStem+Perf+3MP
í-ṣé-er	UNKNOWN
ù!-la	UNKNOWN
ù-HU-ta-li-iq	UNKNOWN
ù-ba-al	beˀālum+DStem+Dur+1CS
ù-ba-al	beˀālum+DStem+Dur+3CS
ù-bi4-il5-ší	UNKNOWN
ù-ku-ul-tí	ukul+N+Fem+Pl+Construct
ù-ku-ul-tí	ukul+N+Fem+Sg+Construct+1csPoss
ù-ku-ul-tí	ukul+N+Fem+Sg+Gen
ù-kà-al	UNKNOWN
ù-kà-li-im-ni-a-tí-ma	UNKNOWN
ù-la	ula+Adv
ù-la-pu-tù	UNKNOWN
ù-lu	UNKNOWN
ù-lá	ula+Adv
ù-lá-ma	UNKNOWN
ù-lá-pì-ta-ku-ni	UNKNOWN
ù-lá-pì-tám-ma	UNKNOWN
ù-ma-am	umm+N+Masc+Sg+Acc
ù-ma-am	ūm+N+Masc+Sg+Acc
ù-mu	umm+N+Masc+Pl+Nom
ù-mu	umm+N+Masc+Sg+Nom
ù-mu	ūm+N+Masc+Pl+Nom
ù-mu	ūm+N+Masc+Sg+Nom
ù-nu-tum	unū+N+Fem+Sg+Nom
ù-qá-a	UNKNOWN
ù-ra-bu-ú-ni	UNKNOWN
ù-ta-ar	UNKNOWN
ù-ta-ar-ma	UNKNOWN
ù-tù-ra-ú	UNKNOWN
ù-ul	ul+Adv
ù-wa-e-er	UNKNOWN
ù-za-kà-a-ma	Uzia+Name+2msPoss+MA
ù-za-kà-a-ma	Uzua+Name+2msPoss+MA
ù-za-kà-a-ma	umZ+N+Masc+Dual+Nom+2msPoss+MA
ù-za-kà-a-ma	umZ+N+Masc+Sg+Acc+2msPoss+MA
ù-za-kà-a-ma	zakāˀum+DStem+Dur+1CS+MA
ù-za-kà-a-ma	zakāˀum+DStem+Dur+3CS+MA
ù-za-kà-a-ma	zakāˀum+DStem+Dur+3FP+MA
ù-za-kà-a-ma	zakāˀum+DStem+Pret+3FP+MA
ù-ša-ah-da-ra-ni	UNKNOWN
ù-ša-ak-ni-ik-ma	kanākum+SStem+Pret+1CS+MA
ù-ša-ak-ni-ik-ma	kanākum+SStem+Pret+3CS+MA
ù-ša-ak-ší-dí	UNKNOWN
ù-ša-am-ri-iṣ-ma	marāṣum+SStem+Pret+1CS+MA
ù-ša-am-ri-iṣ-ma	marāṣum+SStem+Pret+3CS+MA
ù-ša-am-ṭù-ú-ni	UNKNOWN
ù-ša-bi-kà	tabākum+SStem+Pret+3FP
ù-ša-i-um	UNKNOWN_NOUN_ADJ
ù-ša-qal	šaqālum+DStem+Dur+1CS
ù-ša-qal	šaqālum+DStem+Dur+3CS
ù-ṣa-áb	UNKNOWN
ù-ša-áb-ší-lu-ni-kum	UNKNOWN_NOUN_ADJ
ù-šé-ra-áb	UNKNOWN
ù-šé-ri-ib	UNKNOWN
ù-šé-ṣa-a-kum	UNKNOWN_NOUN_ADJ
ù?-ku-ul-tí	UNKNOWN
ùh-ta-bi-la-kum	UNKNOWN_NOUN_ADJ
ùh-ta-li-iq-ma	UNKNOWN
ùr-bé-el-ma-al-ki-im	UNKNOWN_NOUN_ADJ
ú!-nu-sú	UNKNOWN
ú!-sà-tám	UNKNOWN
ú!-ta-ar-šu-um	UNKNOWN_NOUN_ADJ
ú!-ul	UNKNOWN
ú!-šé!-bi4!-lu-ku-ni	UNKNOWN
ú!-šé-er-šu-um	UNKNOWN_NOUN_ADJ
ú-*kà-al	UNKNOWN
ú-*kà-an-ma	UNKNOWN
ú-a	UNKNOWN
ú-a-he-er-ma	UNKNOWN
ú-ba-a-šu-nu	UNKNOWN
ú-ba-al	beˀālum+DStem+Dur+1CS
ú-ba-al	beˀālum+DStem+Dur+3CS
ú-ba-lam	UNKNOWN_NOUN_ADJ
ú-ba-lam-ma	UNKNOWN
ú-ba-lu-ṭù	UNKNOWN
ú-ba-lá-am	UNKNOWN_NOUN_ADJ
ú-ba-lá-ku-nu-tí	UNKNOWN
ú-ba-lá-ku-um	UNKNOWN_NOUN_ADJ
ú-ba-lá-kum	UNKNOWN_NOUN_ADJ
ú-ba-lá-šu	UNKNOWN
ú-ba-lá-ṭá-am	UNKNOWN_NOUN_ADJ
ú-ba-lá-ší-im	UNKNOWN_NOUN_ADJ
ú-ba-ra-tum	UNKNOWN_NOUN_ADJ
ú-bar-tim	UNKNOWN_NOUN_ADJ
ú-bi!-il5-ší-na	UNKNOWN
ú-bi-il5	UNKNOWN
ú-bi-il5-ma	UNKNOWN
ú-bi-lu	UNKNOWN
ú-bi4-/il5	UNKNOWN
ú-bi4-il5	UNKNOWN
ú-bi4-il5-šu-nu	UNKNOWN
ú-bi4-il5-šu-um	UNKNOWN_NOUN_ADJ
ú-bu-bé-e-ni	UNKNOWN
ú-bu-lu	UNKNOWN
ú-bu-lu-ni-ki-ni	UNKNOWN
ú-bu-lu-ni-ki-ni-ma	UNKNOWN
ú-bu-lu-šu	UNKNOWN
ú-da-a-ku-nu-tí	UNKNOWN
ú-du-/ú	UNKNOWN
ú-du-ú	UNKNOWN
ú-du-ú-ma	UNKNOWN
